-1.232400536537170410e-01,-3.029203601181507111e-02,1.012955084443092346e-01,2.780974507331848145e-01,-2.138858139514923096e-01,1.716304197907447815e-02,2.517059445381164551e-02,5.095013603568077087e-02,-1.518461853265762329e-01,-8.435338735580444336e-02
-2.375393360853195190e-01,-7.106681168079376221e-02,1.318263709545135498e-01,1.993684470653533936e-01,-3.124405443668365479e-01,5.194363743066787720e-02,-6.270100921392440796e-02,1.457382440567016602e-01,-2.177269458770751953e-01,-1.672410368919372559e-01
-1.826063394546508789e-01,-7.404480129480361938e-02,1.101809814572334290e-01,2.206161916255950928e-01,-2.738571465015411377e-01,5.263619497418403625e-02,-3.036224097013473511e-02,1.093578264117240906e-01,-1.848207712173461914e-01,-1.536195725202560425e-01
1.751021295785903931e-02,3.216113522648811340e-02,-9.874644875526428223e-02,-2.065392583608627319e-01,-2.309186607599258423e-01,2.734677121043205261e-02,-1.462218612432479858e-01,-1.664685010910034180e-01,1.301773935556411743e-01,-3.382669389247894287e-01
3.349665785208344460e-03,7.489636540412902832e-02,-1.126963570713996887e-01,-1.455846577882766724e-01,-1.958566009998321533e-01,-2.972784638404846191e-02,-1.268071681261062622e-01,-1.525761038064956665e-01,1.355311870574951172e-01,-2.710438668727874756e-01
-1.939865946769714355e-02,5.948794260621070862e-02,-1.108509749174118042e-01,-2.290415912866592407e-01,-2.120122164487838745e-01,-1.193905249238014221e-02,-1.373502463102340698e-01,-1.383508741855621338e-01,1.414447575807571411e-01,-3.099868595600128174e-01
2.260885238647460938e-01,-2.102231830358505249e-01,1.523439884185791016e-01,1.706634163856506348e-01,1.408673822879791260e-01,1.582988649606704712e-01,1.831299215555191040e-01,1.917780190706253052e-01,-1.320643126964569092e-01,2.022558301687240601e-01
2.187469005584716797e-01,-1.919320672750473022e-01,1.594808399677276611e-01,9.372946619987487793e-02,8.958534151315689087e-02,1.434790343046188354e-01,1.965746581554412842e-01,1.614253222942352295e-01,-1.426620632410049438e-01,1.814005225896835327e-01
2.766602635383605957e-01,-2.065579742193222046e-01,1.698160618543624878e-01,1.256958544254302979e-01,1.222447603940963745e-01,1.649624854326248169e-01,2.123786211013793945e-01,1.698716133832931519e-01,-1.265149414539337158e-01,1.883557736873626709e-01
6.757208704948425293e-02,8.431386202573776245e-03,-6.089478731155395508e-02,-1.918882429599761963e-01,1.266409754753112793e-01,-7.405921071767807007e-02,2.425572834908962250e-02,5.920306593179702759e-02,6.735449284315109253e-02,3.620970062911510468e-03
5.834678933024406433e-02,5.945155862718820572e-03,-5.684689059853553772e-02,-1.795308142900466919e-01,1.048597544431686401e-01,-6.896988302469253540e-02,-2.849878510460257530e-03,7.241884618997573853e-02,4.019525274634361267e-02,-8.483923040330410004e-03
6.953475624322891235e-02,1.425484311766922474e-03,-6.287192553281784058e-02,-2.004581242799758911e-01,7.636473327875137329e-02,-4.984491318464279175e-02,5.619066767394542694e-03,4.524951055645942688e-02,5.835904926061630249e-02,-1.588061335496604443e-03
